Name;burgMapLink
Liedenheim;https://watabou.github.io/village-generator/?pop=1733&name=Liedenheim&seed=9151100960156&width=1600&height=727&tags=coast%2Chighway%2Cno+square%2Cdense
Liekka;https://watabou.github.io/city-generator/?name=Liekka&population=8013&size=28&seed=9151100960329&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Liekka1;https://watabou.github.io/city-generator/?name=Liekka&population=16294&size=37&seed=9151100960401&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Liepaa;https://watabou.github.io/city-generator/?name=Liepaa&population=2788&size=19&seed=9151100960141&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
Lohja;https://watabou.github.io/city-generator/?name=Lohja&population=6538&size=26&seed=9151100960413&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Lohmosaa;https://watabou.github.io/village-generator/?pop=1082&name=Lohmosaa&seed=9151100960485&width=1400&height=636&tags=highway%2Cno+square%2Cdense
Lokia;https://watabou.github.io/village-generator/?pop=664&name=Lokia&seed=9151100960346&width=1000&height=455&tags=highway%2Cuncultivated%2Cdense
Loksakanvaa;https://watabou.github.io/city-generator/?name=Loksakanvaa&population=10274&size=31&seed=9151100960390&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Lucilla;https://watabou.github.io/village-generator/?pop=1112&name=Lucilla&seed=9151100960323&width=1400&height=636&tags=river%2Chighway%2Cno+square%2Cdense
Lucillucil;https://watabou.github.io/village-generator/?pop=979&name=Lucillucil&seed=9151100960164&width=1000&height=455&tags=highway%2Cno+square%2Cdense
Magyadifal;https://watabou.github.io/village-generator/?pop=707&name=Magyadifal&seed=9151100960462&width=1000&height=455&tags=highway%2Cuncultivated%2Cdense
Makecs;https://watabou.github.io/city-generator/?name=Makecs&population=2256&size=18&seed=9151100960206&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Malmi;https://watabou.github.io/village-generator/?pop=1693&name=Malmi&seed=9151100960053&width=1600&height=727&tags=highway%2Cdense
Mantta;https://watabou.github.io/city-generator/?name=Mantta&population=9527&size=30&seed=9151100960208&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Marga;https://watabou.github.io/city-generator/?name=Marga&population=1000&size=13&seed=9151100960272&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
Margan;https://watabou.github.io/city-generator/?name=Margan&population=4918&size=24&seed=9151100960358&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Margemec;https://watabou.github.io/village-generator/?pop=1020&name=Margemec&seed=9151100960300&width=1400&height=636&tags=highway%2Cdense
Massos;https://watabou.github.io/village-generator/?pop=1784&name=Massos&seed=9151100960108&width=1600&height=727&tags=river%2Chighway%2Cno+square%2Cdense
Mauha;https://watabou.github.io/city-generator/?name=Mauha&population=21166&size=41&seed=9151100960311&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1
Medrantesa;https://watabou.github.io/city-generator/?name=Medrantesa&population=6892&size=27&seed=9151100960292&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
Meleklad;https://watabou.github.io/city-generator/?name=Meleklad&population=3467&size=21&seed=9151100960065&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Menainondos;https://watabou.github.io/village-generator/?pop=1672&name=Menainondos&seed=9151100960045&width=1600&height=727&tags=river%2Chighway%2Cno+square%2Cdense
Menionticea;https://watabou.github.io/village-generator/?pop=1882&name=Menionticea&seed=9151100960320&width=1600&height=727&tags=river%2Chighway%2Cno+square%2Cdense
Methume;https://watabou.github.io/city-generator/?name=Methume&population=5313&size=24&seed=9151100960211&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Methumele;https://watabou.github.io/city-generator/?name=Methumele&population=20300&size=40&seed=9151100960574&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
Mezorantmik;https://watabou.github.io/village-generator/?pop=1011&name=Mezorantmik&seed=9151100960331&width=1400&height=636&tags=highway%2Cdense
Mifedinhoes;https://watabou.github.io/village-generator/?pop=1347&name=Mifedinhoes&seed=9151100960534&width=1400&height=636&tags=highway%2Cdense
Mifuenza;https://watabou.github.io/city-generator/?name=Mifuenza&population=12546&size=34&seed=9151100960090&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Milbenqueca;https://watabou.github.io/village-generator/?pop=1739&name=Milbenqueca&seed=9151100960424&width=1600&height=727&tags=highway%2Cdense
Millos;https://watabou.github.io/city-generator/?name=Millos&population=5921&size=25&seed=9151100960235&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Milmeirao;https://watabou.github.io/village-generator/?pop=1027&name=Milmeirao&seed=9151100960250&width=1400&height=636&tags=highway%2Cuncultivated%2Cdense
Montevigna;https://watabou.github.io/village-generator/?pop=1842&name=Montevigna&seed=9151100960140&width=1600&height=727&tags=coast%2Chighway%2Cuncultivated%2Cno+square%2Cdense
Monti;https://watabou.github.io/city-generator/?name=Monti&population=7334&size=28&seed=9151100960423&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Morma;https://watabou.github.io/city-generator/?name=Morma&population=13366&size=35&seed=9151100960367&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=1.02
Moroszaszto;https://watabou.github.io/city-generator/?name=Moroszaszto&population=12055&size=33&seed=9151100960306&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Morvasza;https://watabou.github.io/city-generator/?name=Morvasza&population=16526&size=37&seed=9151100960478&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Mukera;https://watabou.github.io/city-generator/?name=Mukera&population=10012&size=31&seed=9151100960160&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Muraryntro;https://watabou.github.io/village-generator/?pop=1685&name=Muraryntro&seed=9151100960342&width=1600&height=727&tags=highway%2Cdense
Muriondori;https://watabou.github.io/city-generator/?name=Muriondori&population=9139&size=30&seed=9151100960441&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Murossa;https://watabou.github.io/city-generator/?name=Murossa&population=2507&size=18&seed=9151100960336&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.01
Mypethera;https://watabou.github.io/city-generator/?name=Mypethera&population=21918&size=42&seed=9151100960010&river=1&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=1&walls=1&shantytown=1&gates=-1&sea=1.16
Naankitinen;https://watabou.github.io/city-generator/?name=Naankitinen&population=4898&size=24&seed=9151100960268&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=0.42
Nafold;https://watabou.github.io/village-generator/?pop=1234&name=Nafold&seed=9151100960168&width=1400&height=636&tags=highway%2Cdense
Najoslegyes;https://watabou.github.io/city-generator/?name=Najoslegyes&population=8927&size=30&seed=9151100960131&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Nalypethi;https://watabou.github.io/city-generator/?name=Nalypethi&population=19257&size=40&seed=9151100960087&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Nargampuma;https://watabou.github.io/city-generator/?name=Nargampuma&population=961&size=13&seed=9151100960279&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
Naris;https://watabou.github.io/village-generator/?pop=1013&name=Naris&seed=9151100960338&width=1400&height=636&tags=highway%2Cno+square%2Cdense
Nauclea;https://watabou.github.io/city-generator/?name=Nauclea&population=6256&size=26&seed=9151100960409&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.36
Naucra;https://watabou.github.io/city-generator/?name=Naucra&population=3946&size=22&seed=9151100960248&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Neury;https://watabou.github.io/village-generator/?pop=1448&name=Neury&seed=9151100960165&width=1400&height=636&tags=highway%2Cno+square%2Cdense
Nidamposia;https://watabou.github.io/village-generator/?pop=1011&name=Nidamposia&seed=9151100960340&width=1400&height=636&tags=highway%2Cno+square%2Cdense
Nidymaxos;https://watabou.github.io/city-generator/?name=Nidymaxos&population=9241&size=30&seed=9151100960069&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
Niikylo;https://watabou.github.io/village-generator/?pop=1874&name=Niikylo&seed=9151100960246&width=1600&height=727&tags=coast%2Chighway%2Cdense
Niimaa;https://watabou.github.io/village-generator/?pop=1735&name=Niimaa&seed=9151100960107&width=1600&height=727&tags=coast%2Chighway%2Cdense
Niita;https://watabou.github.io/city-generator/?name=Niita&population=4759&size=23&seed=9151100960032&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Nimancheblain;https://watabou.github.io/city-generator/?name=Nimancheblain&population=10845&size=32&seed=9151100960047&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Niris;https://watabou.github.io/city-generator/?name=Niris&population=15219&size=36&seed=9151100960261&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Nokinikkita;https://watabou.github.io/city-generator/?name=Nokinikkita&population=9135&size=30&seed=9151100960237&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Nouernoives;https://watabou.github.io/city-generator/?name=Nouernoives&population=3216&size=20&seed=9151100960172&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.87
Nuvusa;https://watabou.github.io/city-generator/?name=Nuvusa&population=6061&size=26&seed=9151100960207&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Nuvuski;https://watabou.github.io/city-generator/?name=Nuvuski&population=5019&size=24&seed=9151100960106&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Nyeklabapios;https://watabou.github.io/village-generator/?pop=911&name=Nyeklabapios&seed=9151100960544&width=1000&height=455&tags=highway%2Cuncultivated%2Cdense
Nymphi;https://watabou.github.io/city-generator/?name=Nymphi&population=10817&size=32&seed=9151100960239&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Nypegaizi;https://watabou.github.io/city-generator/?name=Nypegaizi&population=1010&size=13&seed=9151100960369&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Nyreumnos;https://watabou.github.io/city-generator/?name=Nyreumnos&population=8993&size=30&seed=9151100960418&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Obnasaala;https://watabou.github.io/city-generator/?name=Obnasaala&population=5452&size=25&seed=9151100960491&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
Ocsesujvamos;https://watabou.github.io/city-generator/?name=Ocsesujvamos&population=7467&size=28&seed=9151100960154&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Ogeresi;https://watabou.github.io/city-generator/?name=Ogeresi&population=769&size=12&seed=9151100960438&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Oitkari;https://watabou.github.io/village-generator/?pop=1051&name=Oitkari&seed=9151100960364&width=1400&height=636&tags=coast%2Chighway%2Cuncultivated%2Cno+square%2Cdense
Okila;https://watabou.github.io/city-generator/?name=Okila&population=11147&size=32&seed=9151100960296&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Olala;https://watabou.github.io/city-generator/?name=Olala&population=8891&size=30&seed=9151100960025&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Orcholiros;https://watabou.github.io/city-generator/?name=Orcholiros&population=4728&size=23&seed=9151100960573&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Oriadingal;https://watabou.github.io/city-generator/?name=Oriadingal&population=4708&size=23&seed=9151100960479&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
Oriontion;https://watabou.github.io/village-generator/?pop=903&name=Oriontion&seed=9151100960152&width=1000&height=455&tags=river%2Chighway%2Cno+square%2Cdense
Orydodolis;https://watabou.github.io/city-generator/?name=Orydodolis&population=19102&size=40&seed=9151100960396&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.19
Ouvatti;https://watabou.github.io/city-generator/?name=Ouvatti&population=1256&size=14&seed=9151100960444&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
Padenelas;https://watabou.github.io/village-generator/?pop=1256&name=Padenelas&seed=9151100960500&width=1400&height=636&tags=highway%2Cuncultivated%2Cno+square%2Cdense
Pagaros;https://watabou.github.io/village-generator/?pop=905&name=Pagaros&seed=9151100960159&width=1000&height=455&tags=highway%2Cdense
Paijarvenky;https://watabou.github.io/city-generator/?name=Paijarvenky&population=3065&size=20&seed=9151100960313&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
Paimaajaa;https://watabou.github.io/village-generator/?pop=1702&name=Paimaajaa&seed=9151100960042&width=1600&height=727&tags=coast%2Chighway%2Cdense
Pakosnie;https://watabou.github.io/city-generator/?name=Pakosnie&population=7008&size=27&seed=9151100960130&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Palhokide;https://watabou.github.io/city-generator/?name=Palhokide&population=11391&size=33&seed=9151100960450&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=1.26
Palveiria;https://watabou.github.io/city-generator/?name=Palveiria&population=4036&size=22&seed=9151100960536&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Palzananada;https://watabou.github.io/city-generator/?name=Palzananada&population=8368&size=29&seed=9151100960043&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=0.86
Panagrita;https://watabou.github.io/village-generator/?pop=1015&name=Panagrita&seed=9151100960282&width=1400&height=636&tags=highway%2Cdense
Pantiochmo;https://watabou.github.io/city-generator/?name=Pantiochmo&population=11053&size=32&seed=9151100960527&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Pantitonti;https://watabou.github.io/village-generator/?pop=1255&name=Pantitonti&seed=9151100960509&width=1400&height=636&tags=river%2Chighway%2Cdense
Papejaa;https://watabou.github.io/city-generator/?name=Papejaa&population=2911&size=19&seed=9151100960088&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
Papoli;https://watabou.github.io/city-generator/?name=Papoli&population=19823&size=40&seed=9151100960005&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Parilheixei;https://watabou.github.io/city-generator/?name=Parilheixei&population=9568&size=30&seed=9151100960399&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Parpioviioe;https://watabou.github.io/city-generator/?name=Parpioviioe&population=4370&size=23&seed=9151100960345&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Paszsolva;https://watabou.github.io/village-generator/?pop=958&name=Paszsolva&seed=9151100960241&width=1000&height=455&tags=highway%2Cdense
Peinala;https://watabou.github.io/city-generator/?name=Peinala&population=24855&size=44&seed=9151100960269&river=1&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1&sea=1.46
Peinepi;https://watabou.github.io/city-generator/?name=Peinepi&population=11116&size=32&seed=9151100960231&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Pelanoas;https://watabou.github.io/village-generator/?pop=909&name=Pelanoas&seed=9151100960182&width=1000&height=455&tags=highway%2Cdense
Peramon;https://watabou.github.io/village-generator/?pop=1605&name=Peramon&seed=9151100960355&width=1600&height=727&tags=river%2Chighway%2Cdense
Pertka;https://watabou.github.io/city-generator/?name=Pertka&population=1471&size=15&seed=9151100960058&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
Pertta;https://watabou.github.io/city-generator/?name=Pertta&population=17712&size=38&seed=9151100960357&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Pespo;https://watabou.github.io/city-generator/?name=Pespo&population=1014&size=13&seed=9151100960302&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Petos;https://watabou.github.io/village-generator/?pop=1094&name=Petos&seed=9151100960475&width=1400&height=636&tags=highway%2Cdense
Petritone;https://watabou.github.io/city-generator/?name=Petritone&population=12834&size=34&seed=9151100960018&river=1&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=1.56
Pfafrin;https://watabou.github.io/city-generator/?name=Pfafrin&population=11146&size=32&seed=9151100960350&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Phada;https://watabou.github.io/village-generator/?pop=1187&name=Phada&seed=9151100960341&width=1400&height=636&tags=river%2Chighway%2Cdense
Phais;https://watabou.github.io/city-generator/?name=Phais&population=14401&size=36&seed=9151100960258&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Phaispian;https://watabou.github.io/city-generator/?name=Phaispian&population=3475&size=21&seed=9151100960463&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
Phanagramis;https://watabou.github.io/city-generator/?name=Phanagramis&population=10078&size=31&seed=9151100960158&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.78
Phiton;https://watabou.github.io/city-generator/?name=Phiton&population=18629&size=39&seed=9151100960354&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Phorea;https://watabou.github.io/city-generator/?name=Phorea&population=12749&size=34&seed=9151100960549&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Pianticiglia;https://watabou.github.io/village-generator/?pop=1657&name=Pianticiglia&seed=9151100960393&width=1600&height=727&tags=highway%2Cdense
Piceatetos;https://watabou.github.io/city-generator/?name=Piceatetos&population=4724&size=23&seed=9151100960247&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Pidolistos;https://watabou.github.io/village-generator/?pop=1309&name=Pidolistos&seed=9151100960540&width=1400&height=636&tags=river%2Chighway%2Cdense
Piekkasaa;https://watabou.github.io/city-generator/?name=Piekkasaa&population=3670&size=21&seed=9151100960063&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Pinhas;https://watabou.github.io/village-generator/?pop=916&name=Pinhas&seed=9151100960155&width=1000&height=455&tags=highway%2Cdense
Pioltka;https://watabou.github.io/village-generator/?pop=1075&name=Pioltka&seed=9151100960427&width=1400&height=636&tags=highway%2Cdense
Pisamis;https://watabou.github.io/village-generator/?pop=1553&name=Pisamis&seed=9151100960201&width=1600&height=727&tags=highway%2Cdense
Pitha;https://watabou.github.io/city-generator/?name=Pitha&population=4277&size=22&seed=9151100960037&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Plaion;https://watabou.github.io/city-generator/?name=Plaion&population=9301&size=30&seed=9151100960542&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Planais;https://watabou.github.io/village-generator/?pop=1739&name=Planais&seed=9151100960147&width=1600&height=727&tags=coast%2Chighway%2Cdense
Pohtinensi;https://watabou.github.io/city-generator/?name=Pohtinensi&population=2611&size=19&seed=9151100960225&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Polgar;https://watabou.github.io/village-generator/?pop=905&name=Polgar&seed=9151100960298&width=1000&height=455&tags=river%2Chighway%2Cuncultivated%2Cno+square%2Cdense
Pomelome;https://watabou.github.io/city-generator/?name=Pomelome&population=2541&size=18&seed=9151100960078&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
Ponha;https://watabou.github.io/village-generator/?pop=935&name=Ponha&seed=9151100960179&width=1000&height=455&tags=highway%2Cdense
Poniaion;https://watabou.github.io/city-generator/?name=Poniaion&population=3406&size=21&seed=9151100960375&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Poreidos;https://watabou.github.io/city-generator/?name=Poreidos&population=3269&size=20&seed=9151100960202&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.24
Porkujarnio;https://watabou.github.io/city-generator/?name=Porkujarnio&population=11120&size=32&seed=9151100960360&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=0.55
Pormaramaki;https://watabou.github.io/village-generator/?pop=1028&name=Pormaramaki&seed=9151100960312&width=1400&height=636&tags=highway%2Cdense
Postano;https://watabou.github.io/city-generator/?name=Postano&population=11021&size=32&seed=9151100960379&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Pseinalia;https://watabou.github.io/city-generator/?name=Pseinalia&population=2672&size=19&seed=9151100960031&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Pseinion;https://watabou.github.io/city-generator/?name=Pseinion&population=20472&size=41&seed=9151100960486&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Psychronia;https://watabou.github.io/village-generator/?pop=894&name=Psychronia&seed=9151100960095&width=1000&height=455&tags=highway%2Cdense
Ptera;https://watabou.github.io/village-generator/?pop=1305&name=Ptera&seed=9151100960083&width=1400&height=636&tags=estuary%2Chighway%2Cno+square%2Cdense
Puinou;https://watabou.github.io/village-generator/?pop=1060&name=Puinou&seed=9151100960412&width=1400&height=636&tags=highway%2Cno+square%2Cdense
Punakiio;https://watabou.github.io/village-generator/?pop=1159&name=Punakiio&seed=9151100960545&width=1400&height=636&tags=river%2Chighway%2Cdense
Pydria;https://watabou.github.io/city-generator/?name=Pydria&population=15210&size=36&seed=9151100960543&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Pyrian;https://watabou.github.io/city-generator/?name=Pyrian&population=1664&size=16&seed=9151100960372&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
Pyrtyn;https://watabou.github.io/city-generator/?name=Pyrtyn&population=7684&size=28&seed=9151100960546&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.88
Pyrtyndos;https://watabou.github.io/city-generator/?name=Pyrtyndos&population=17865&size=39&seed=9151100960023&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Quezalelas;https://watabou.github.io/village-generator/?pop=1696&name=Quezalelas&seed=9151100960501&width=1600&height=727&tags=highway%2Cdense
Raavuverama;https://watabou.github.io/city-generator/?name=Raavuverama&population=8159&size=29&seed=9151100960284&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Raimaaja;https://watabou.github.io/city-generator/?name=Raimaaja&population=10152&size=31&seed=9151100960378&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
Rakkasensi;https://watabou.github.io/village-generator/?pop=960&name=Rakkasensi&seed=9151100960236&width=1000&height=455&tags=highway%2Cdense
Ralalajarvi;https://watabou.github.io/city-generator/?name=Ralalajarvi&population=10171&size=31&seed=9151100960495&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
Ralapi;https://watabou.github.io/village-generator/?pop=1030&name=Ralapi&seed=9151100960144&width=1400&height=636&tags=highway%2Cdense
